140	5.19E-04
140.5	5.20E-04
141	5.22E-04
141.5	5.23E-04
142	5.24E-04
142.5	5.25E-04
143	5.27E-04
143.5	5.28E-04
144	5.29E-04
144.5	5.31E-04
145	5.32E-04
145.5	5.34E-04
146	5.35E-04
146.5	5.37E-04
147	5.39E-04
147.5	5.40E-04
148	5.42E-04
148.5	5.44E-04
149	5.46E-04
149.5	5.47E-04
150	5.49E-04
150.5	5.51E-04
151	5.53E-04
151.5	5.55E-04
152	5.57E-04
152.5	5.59E-04
153	5.60E-04
153.5	5.62E-04
154	5.64E-04
154.5	5.66E-04
155	5.68E-04
155.5	5.70E-04
156	5.72E-04
156.5	5.74E-04
157	5.76E-04
157.5	5.78E-04
158	5.80E-04
158.5	5.82E-04
159	5.83E-04
159.5	5.85E-04
160	5.87E-04
160.5	5.89E-04
161	5.91E-04
161.5	5.93E-04
162	5.95E-04
162.5	5.96E-04
163	5.98E-04
163.5	6.00E-04
164	6.01E-04
164.5	6.03E-04
165	6.05E-04
165.5	6.06E-04
166	6.08E-04
166.5	6.09E-04
167	6.11E-04
167.5	6.12E-04
168	6.14E-04
168.5	6.15E-04
169	6.16E-04
169.5	6.18E-04
170	6.19E-04
170.5	6.20E-04
171	6.21E-04
171.5	6.22E-04
172	6.23E-04
172.5	6.24E-04
173	6.25E-04
173.5	6.26E-04
174	6.27E-04
174.5	6.27E-04
175	6.28E-04
175.5	6.29E-04
176	6.29E-04
176.5	6.30E-04
177	6.30E-04
177.5	6.30E-04
178	6.31E-04
178.5	6.31E-04
179	6.31E-04
179.5	6.31E-04
180	6.31E-04
